ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),State
40827,Pacific Coast Christian School,Tweed Heads South,2486,Combined,Major Cities,-28.1965,153.521,71,Independent,School Single Entity,Christian Schools Australia,960,37,32,22,8,27,26,28,19.2,354,176,178,354,20,6,NSW
42541,Beckom Public School,Beckom,2665,Primary,Outer Regional,-34.3272,146.963,,Government,School Single Entity,Department of Education NSW,930,29,40,31,0,1,1.4,2,0.9,7,3,4,7,29,0,NSW
40831,Our Lady of the Angels Primary School,Kellyville,2155,Primary,Major Cities,-33.684,150.933,88,Catholic,School Single Entity,Catholic Schools NSW,1086,7,21,35,36,34,28.4,9,5.1,536,273,263,536,1,36,NSW
42145,Beechwood Public School,Wauchope,2446,Primary,Inner Regional,-31.4355,152.681,73,Government,School Single Entity,Department of Education NSW,969,38,36,20,6,8,9.6,4,2,168,66,102,168,11,5,NSW
40832,Lindfield Montessori Preschool,West Lindfield,2070,Combined,Major Cities,-33.7778,151.148,,Independent,School Single Entity,Association of Independent Schools of New South Wales,,,,,,3,2.9,1,0.3,3,1,2,3,0,,NSW
41198,Beecroft Public School,Beecroft,2119,Primary,Major Cities,-33.7521,151.065,100,Government,School Single Entity,Department of Education NSW,1182,1,3,16,80,43,46.5,6,5.2,890,469,421,890,0,64,NSW
40844,Cameragal Montessori School,North Sydney,2060,Primary,Major Cities,-33.8334,151.216,,Independent,School Head Campus,Association of Independent Schools of New South Wales,1179,0,3,9,89,5,3.6,13,6.3,19,8,11,19,0,33,NSW
42542,Beelbangera Public School,Beelbangera,2680,Primary,Outer Regional,-34.2528,146.101,83,Government,School Single Entity,Department of Education NSW,992,30,36,23,11,10,12,3,1.9,192,101,91,192,5,21,NSW
40845,Karuna Montessori School,Narraweena,2099,Combined,Major Cities,-33.7478,151.276,,Independent,School Single Entity,Montessori Australia,,,,,,3,2,1,1,8,3,5,8,0,,NSW
42723,Bega Valley Public School,Bega,2550,Primary,Outer Regional,-36.6705,149.839,72,Government,School Single Entity,Department of Education NSW,930,57,26,12,5,20,22.8,7,6.1,316,142,174,316,14,6,NSW
42039,Belair Public School,Adamstown,2289,Primary,Major Cities,-32.9462,151.712,92,Government,School Single Entity,Department of Education NSW,1100,5,17,34,43,24,25.5,5,4,499,241,258,499,2,13,NSW
40850,Farmhouse Montessori School,North Balgowlah,2093,Combined,Major Cities,-33.7834,151.246,,Independent,School Head Campus,Association of Independent Schools of New South Wales,1180,0,1,14,85,7,5.4,5,4.5,44,18,26,44,0,34,NSW
40877,St Gregory's Primary School,Queanbeyan,2620,Primary,Major Cities,-35.3527,149.241,78,Catholic,School Head Campus,Catholic Schools NSW,1045,11,30,41,18,55,37.8,17,7.7,674,332,342,674,2,6,NSW
42853,Bellambi Public School,Bellambi,2518,Primary,Major Cities,-34.3712,150.914,75,Government,School Single Entity,Department of Education NSW,887,63,21,12,4,11,13.6,5,1.9,184,85,99,184,29,19,NSW
42416,Bellata Public School,Bellata,2397,Primary,Outer Regional,-29.9187,149.796,,Government,School Single Entity,Department of Education NSW,886,74,9,15,3,1,2.6,2,0.9,24,13,11,24,17,5,NSW
41859,Bellbird Public School,Bellbird,2325,Primary,Inner Regional,-32.8594,151.317,77,Government,School Single Entity,Department of Education NSW,936,53,31,12,5,14,14.5,4,2.5,251,117,134,251,16,1,NSW
40921,Reddam House,Woollahra,2025,Combined,Major Cities,-33.8893,151.253,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,1189,0,2,13,84,142,104.9,62,24.8,1223,555,668,1223,0,88,NSW
42146,Bellbrook Public School,Bellbrook,2440,Primary,Outer Regional,-30.8191,152.509,,Government,School Single Entity,Department of Education NSW,761,75,15,10,1,1,2.7,2,0.9,23,15,8,23,83,13,NSW
40926,Clarence Valley Anglican School,Clarenza,2460,Combined,Inner Regional,-29.7179,152.967,84,Independent,School Head Campus,Association of Independent Schools of New South Wales,1022,22,27,29,22,36,27.1,28,12,324,152,172,324,8,5,NSW
40993,Bellevue Hill Public School,Bellevue Hill,2023,Primary,Major Cities,-33.887,151.26,98,Government,School Single Entity,Department of Education NSW,1155,2,7,21,70,32,34.1,7,4.1,566,284,282,566,1,53,NSW
42148,Bellingen Public School,Bellingen,2454,Primary,Outer Regional,-30.4535,152.892,72,Government,School Single Entity,Department of Education NSW,996,30,29,26,15,19,22.6,8,4.2,397,210,187,397,9,8,NSW
41860,Belltrees Public School,Belltrees,2337,Primary,Outer Regional,-31.9697,151.123,,Government,School Single Entity,Department of Education NSW,982,40,40,12,8,1,1.4,2,1.2,10,4,6,10,0,30,NSW
42002,Belmont North Public School,Belmont,2280,Primary,Major Cities,-33.01987,151.671,72,Government,School Single Entity,Department of Education NSW,929,59,27,10,5,8,10.5,2,1.9,169,79,90,169,14,8,NSW
41861,Belmont Public School,Belmont,2280,Primary,Major Cities,-33.0301,151.662,82,Government,School Single Entity,Department of Education NSW,957,41,34,18,7,19,19.6,6,3.9,333,164,169,333,16,6,NSW
41363,Belmore North Public School,Belmore,2192,Primary,Major Cities,-33.9099,151.085,73,Government,School Single Entity,Department of Education NSW,955,54,26,16,3,21,23.2,8,7.9,307,145,162,307,0,90,NSW
41364,Belmore South Public School,Belmore,2192,Primary,Major Cities,-33.9257,151.092,71,Government,School Single Entity,Department of Education NSW,981,40,28,22,9,17,19.4,4,2.5,287,117,170,287,5,87,NSW
40994,Beverly Hills Public School,Beverly Hills,2209,Primary,Major Cities,-33.9534,151.085,86,Government,School Single Entity,Department of Education NSW,1040,18,27,34,21,26,29.7,5,4,522,224,298,522,2,85,NSW
41249,Belrose Public School,Belrose,2085,Primary,Major Cities,-33.7272,151.217,89,Government,School Single Entity,Department of Education NSW,1104,4,17,33,46,13,14.6,3,2.5,267,133,134,267,0,17,NSW
40995,Birchgrove Public School,Balmain,2041,Primary,Major Cities,-33.853,151.177,90,Government,School Single Entity,Department of Education NSW,1137,2,8,27,63,21,23.1,7,5.1,371,191,180,371,0,24,NSW
42724,Bemboka Public School,Bemboka,2550,Primary,Outer Regional,-36.6313,149.571,73,Government,School Single Entity,Department of Education NSW,957,40,39,18,3,1,2.6,2,0.9,47,22,25,47,9,9,NSW
40996,Blakehurst Public School,Blakehurst,2221,Primary,Major Cities,-33.983,151.116,86,Government,School Single Entity,Department of Education NSW,1043,19,23,31,26,14,15.9,3,2.5,258,129,129,258,3,67,NSW
42418,Ben Lomond Public School,Ben Lomond,2365,Primary,Outer Regional,-30.017,151.661,,Government,School Single Entity,Department of Education NSW,993,20,51,26,3,2,1.3,1,1.2,14,6,8,14,7,7,NSW
40997,Bondi Beach Public School,Bondi Beach,2026,Primary,Major Cities,-33.8883,151.277,91,Government,School Single Entity,Department of Education NSW,1124,3,11,30,56,29,31.4,3,4.1,618,276,342,618,1,28,NSW
42419,Ben Venue Public School,Armidale,2350,Primary,Inner Regional,-30.5029,151.675,81,Government,School Single Entity,Department of Education NSW,1000,27,28,24,22,27,31.7,5,4.1,563,296,267,563,15,14,NSW
40998,Botany Public School,Botany,2019,Primary,Major Cities,-33.9432,151.195,89,Government,School Single Entity,Department of Education NSW,1060,14,26,31,28,13,16,5,2.5,289,137,152,289,3,45,NSW
42417,Bendemeer Public School,Bendemeer,2355,Primary,Outer Regional,-30.887,151.151,,Government,School Single Entity,Department of Education NSW,833,81,15,4,0,2,1.4,1,0.7,16,6,10,16,31,0,NSW
40999,Brighton-Le-Sands Public School,Brighton-Le-Sands,2216,Primary,Major Cities,-33.9624,151.149,83,Government,School Single Entity,Department of Education NSW,1051,14,29,32,25,37,38.8,5,4.3,654,326,328,654,1,76,NSW
41717,Bennett Road Public School,Colyton,2760,Primary,Major Cities,-33.7835,150.792,70,Government,School Single Entity,Department of Education NSW,906,67,23,8,2,29,36.2,9,8.1,594,279,315,594,14,38,NSW
41000,Bronte Public School,Bronte,2024,Primary,Major Cities,-33.9006,151.262,96,Government,School Single Entity,Department of Education NSW,1162,1,5,22,72,20,20.8,5,2.9,388,182,206,388,0,19,NSW
41365,Berala Public School,Berala,2141,Primary,Major Cities,-33.8697,151.028,81,Government,School Single Entity,Department of Education NSW,974,45,30,19,7,53,55.5,10,5.2,826,413,413,826,1,96,NSW
41001,Camdenville Public School,Newtown,2042,Primary,Major Cities,-33.9061,151.176,92,Government,School Single Entity,Department of Education NSW,1118,7,10,25,58,18,20.5,6,5.5,344,166,178,344,3,23,NSW
41862,Beresfield Public School,Beresfield,2322,Primary,Major Cities,-32.8036,151.653,81,Government,School Single Entity,Department of Education NSW,932,55,31,11,3,19,20.2,9,6.3,308,145,163,308,15,5,NSW
41002,Canterbury Public School,Canterbury,2193,Primary,Major Cities,-33.9088,151.122,85,Government,School Single Entity,Department of Education NSW,1061,16,22,28,34,26,32.4,8,7.9,369,178,191,369,4,63,NSW
41732,Beresford Road Public School,Greystanes,2145,Primary,Major Cities,-33.8145,150.941,86,Government,School Single Entity,Department of Education NSW,1030,22,27,30,21,36,41,9,7.3,701,350,351,701,3,62,NSW
41003,Caringbah Public School,Caringbah,2229,Primary,Major Cities,-34.0534,151.123,91,Government,School Single Entity,Department of Education NSW,1068,9,29,34,28,18,19.3,4,5.5,274,127,147,274,1,22,NSW
42880,Berinba Public School,Yass,2582,Primary,Inner Regional,-34.8431,148.915,70,Government,School Single Entity,Department of Education NSW,981,36,29,24,11,18,20.2,7,5.6,276,128,148,276,10,3,NSW
41004,Carlton Public School,Bexley,2207,Primary,Major Cities,-33.9635,151.122,89,Government,School Single Entity,Department of Education NSW,1060,13,26,33,28,51,53.3,5,4.9,836,391,445,836,0,92,NSW
42725,Berkeley Public School,Berkeley,2506,Primary,Major Cities,-34.4802,150.856,73,Government,School Single Entity,Department of Education NSW,926,55,31,10,4,19,19.6,6,2.9,348,170,178,348,16,27,NSW
41005,Carlton South Public School,Carlton,2218,Primary,Major Cities,-33.973,151.128,89,Government,School Single Entity,Department of Education NSW,1066,13,25,33,30,32,37.4,4,4.3,645,301,344,645,0,79,NSW
41863,Berkeley Vale Public School,Berkeley Vale,2261,Primary,Major Cities,-33.3505,151.436,81,Government,School Single Entity,Department of Education NSW,992,29,38,24,9,38,39.9,4,4.5,699,356,343,699,9,7,NSW
41006,Clemton Park Public School,Earlwood,2206,Primary,Major Cities,-33.9297,151.108,86,Government,School Single Entity,Department of Education NSW,1046,15,30,32,23,32,37.9,5,4.1,592,272,320,592,2,82,NSW
42864,Berkeley West Public School,Berkeley,2506,Primary,Major Cities,-34.4755,150.841,76,Government,School Single Entity,Department of Education NSW,906,64,24,9,3,10,13.2,3,2.4,220,120,100,220,21,16,NSW
41007,Clovelly Public School,Waverley,2024,Primary,Major Cities,-33.9074,151.26,94,Government,School Single Entity,Department of Education NSW,1151,1,7,23,70,30,32.3,5,4.1,599,313,286,599,1,20,NSW
42726,Bermagui Public School,Bermagui,2546,Primary,Outer Regional,-36.4208,150.064,71,Government,School Single Entity,Department of Education NSW,933,45,27,20,8,10,10.9,3,2.9,171,97,74,171,20,6,NSW
41008,Como Public School,Como,2226,Primary,Major Cities,-34.0018,151.069,90,Government,School Single Entity,Department of Education NSW,1079,11,19,30,41,4,4.9,1,1.5,93,39,54,93,6,11,NSW
41199,Berowra Public School,Berowra,2081,Primary,Major Cities,-33.6185,151.149,91,Government,School Single Entity,Department of Education NSW,1098,6,17,34,43,19,21.9,4,3.1,419,186,233,419,0,14,NSW
41009,Connells Point Public School,South Hurstville,2221,Primary,Major Cities,-33.9847,151.1,93,Government,School Single Entity,Department of Education NSW,1089,7,19,35,39,26,31,5,4.1,552,257,295,552,1,76,NSW
42727,Berridale Public School,Berridale,2628,Primary,Outer Regional,-36.3714,148.827,,Government,School Single Entity,Department of Education NSW,985,30,38,24,8,1,3.8,2,1.4,56,30,26,56,9,0,NSW
41010,Coogee Public School,Coogee,2034,Primary,Major Cities,-33.9205,151.25,90,Government,School Single Entity,Department of Education NSW,1131,2,10,27,60,30,32.5,7,4.1,615,308,307,615,1,33,NSW
42543,Berrigan Public School,Berrigan,2712,Primary,Outer Regional,-35.6597,145.816,74,Government,School Single Entity,Department of Education NSW,959,45,31,18,5,5,5.1,4,1.5,71,31,40,71,6,3,NSW
41011,Cronulla Public School,Cronulla,2230,Primary,Major Cities,-34.0541,151.148,88,Government,School Single Entity,Department of Education NSW,1061,11,28,34,27,18,24.4,5,4.1,438,206,232,438,2,25,NSW
42728,Berrima Public School,Berrima,2577,Primary,Inner Regional,-34.4859,150.341,90,Government,School Single Entity,Department of Education NSW,1041,16,28,33,22,6,8.5,3,1.9,157,78,79,157,4,6,NSW
41012,Darlington Public School,Chippendale,2008,Primary,Major Cities,-33.8926,151.189,80,Government,School Single Entity,Department of Education NSW,1023,18,19,28,35,17,17.9,6,5.6,206,98,108,206,24,33,NSW
42729,Berry Public School,Berry,2535,Primary,Inner Regional,-34.7783,150.69,93,Government,School Single Entity,Department of Education NSW,1063,12,25,31,32,15,17.1,4,2.8,325,143,182,325,3,11,NSW
41013,Double Bay Public School,Double Bay,2028,Primary,Major Cities,-33.8749,151.241,97,Government,School Single Entity,Department of Education NSW,1148,2,8,24,66,16,18.3,4,2.8,341,189,152,341,0,31,NSW
41707,Bert Oldfield Public School,Seven Hills,2147,Primary,Major Cities,-33.7775,150.925,83,Government,School Single Entity,Department of Education NSW,1020,29,24,29,18,14,17.4,2,2.6,288,139,149,288,1,74,NSW
41014,Drummoyne Public School,Drummoyne,2047,Primary,Major Cities,-33.8561,151.153,94,Government,School Single Entity,Department of Education NSW,1134,2,11,28,59,34,34.7,4,4.1,620,326,294,620,0,42,NSW
43204,Bethany Catholic Primary School,Glenmore Park,2745,Primary,Major Cities,-33.787,150.671,84,Catholic,School Single Entity,Catholic Schools NSW,1050,13,31,32,23,35,28.4,18,10.3,595,320,275,595,2,10,NSW
41015,Earlwood Public School,Earlwood,2206,Primary,Major Cities,-33.929,151.122,99,Government,School Single Entity,Department of Education NSW,1096,7,18,34,41,40,47.1,6,5.3,656,311,345,656,1,82,NSW
41016,Engadine Public School,Engadine,2233,Primary,Major Cities,-34.0634,151.012,88,Government,School Single Entity,Department of Education NSW,1052,16,28,32,24,20,25.4,10,6.8,379,171,208,379,2,17,NSW
41438,Beverly Hills North Public School,Beverly Hills,2209,Primary,Major Cities,-33.9406,151.075,84,Government,School Single Entity,Department of Education NSW,1038,19,29,31,21,28,31.9,5,4,534,248,286,534,1,85,NSW
41017,Five Dock Public School,Five Dock,2046,Primary,Major Cities,-33.8663,151.127,92,Government,School Single Entity,Department of Education NSW,1079,12,19,32,37,26,26.2,9,7.1,392,196,196,392,3,44,NSW
41018,Forest Lodge Public School,Forest Lodge,2037,Primary,Major Cities,-33.8822,151.182,96,Government,School Single Entity,Department of Education NSW,1152,3,5,22,70,17,20.1,4,2.8,340,160,180,340,1,40,NSW
42149,Bexhill Public School,Bexhill,2480,Primary,Inner Regional,-28.766,153.346,78,Government,School Single Entity,Department of Education NSW,1020,21,32,28,18,4,6,2,1.7,107,45,62,107,8,10,NSW
41019,Fort Street Public School,Sydney,2000,Primary,Major Cities,-33.8604,151.205,95,Government,School Single Entity,Department of Education NSW,1118,4,11,33,53,11,13.2,4,2.4,215,97,118,215,0,77,NSW
41029,Bexley North Public School,Bexley,2207,Primary,Major Cities,-33.9408,151.12,88,Government,School Single Entity,Department of Education NSW,1078,8,23,33,36,27,30.8,5,4.1,555,269,286,555,1,71,NSW
41020,Glenmore Road Public School,Paddington,2021,Primary,Major Cities,-33.8814,151.23,97,Government,School Single Entity,Department of Education NSW,1177,1,3,17,79,16,19.3,4,2.8,364,192,172,364,1,21,NSW
41131,Bexley Public School,Bexley,2207,Primary,Major Cities,-33.9477,151.129,81,Government,School Single Entity,Department of Education NSW,994,38,30,21,11,18,18.1,5,2.5,282,137,145,282,0,86,NSW
41021,Gymea Bay Public School,Gymea Bay,2227,Primary,Major Cities,-34.0469,151.083,91,Government,School Single Entity,Department of Education NSW,1087,6,20,37,37,42,47.2,7,4.9,806,388,418,806,2,12,NSW
41022,Haberfield Public School,Haberfield,2045,Primary,Major Cities,-33.8795,151.134,98,Government,School Single Entity,Department of Education NSW,1133,3,10,29,58,34,39.4,5,4.3,670,338,332,670,0,63,NSW
42028,Biddabah Public School,Warners Bay,2282,Primary,Major Cities,-32.9661,151.642,87,Government,School Single Entity,Department of Education NSW,1054,17,25,29,28,17,19.7,4,3,376,183,193,376,3,6,NSW
41023,Heathcote Public School,Heathcote,2233,Primary,Major Cities,-34.0867,151.007,86,Government,School Single Entity,Department of Education NSW,1052,15,28,33,24,17,18.4,4,2.8,338,176,162,338,2,12,NSW
41752,Bidwill Public School,Bidwill,2770,Primary,Major Cities,-33.7335,150.826,67,Government,School Single Entity,Department of Education NSW,827,84,12,3,0,26,29.7,14,11.6,363,177,186,363,28,43,NSW
41024,Hurstville Public School,Hurstville,2220,Primary,Major Cities,-33.9647,151.111,99,Government,School Single Entity,Department of Education NSW,1099,9,15,31,45,70,75.2,11,10.9,1234,592,642,1234,0,98,NSW
42731,Bigga Public School,Bigga,2583,Primary,Outer Regional,-34.0847,149.145,,Government,School Single Entity,Department of Education NSW,1009,28,43,18,13,1,1.3,1,0.9,8,2,6,8,0,25,NSW
41025,Hurstville South Public School,Hurstville,2220,Primary,Major Cities,-33.9725,151.099,98,Government,School Single Entity,Department of Education NSW,1084,9,18,33,39,30,34.5,5,4,546,251,295,546,2,91,NSW
42150,Bilambil Public School,Bilambil,2486,Primary,Major Cities,-28.2237,153.468,76,Government,School Single Entity,Department of Education NSW,992,33,35,21,11,17,19.1,5,3,335,163,172,335,6,9,NSW
